dataset,stage,column,dtype,row_count,missing_count,missing_pct,blank_or_null_string_count,non_missing_count,unique_non_missing_count,example_non_missing_values
operation,raw,traveling_hours_clean,float64,1815979,8894,0.4898,0,1807085,48368,2.203888888888889 | 0.0 | 0.0
operation,raw,moving_back_forth_hours_clean,float64,1815979,541599,29.8241,0,1274380,18759,1.258888888888889 | 0.0 | 0.0
operation,raw,steering_hours_clean,float64,1815979,8914,0.4909,0,1807065,30227,1.112777777777778 | 0.0 | 0.0
operation,raw,working_hours_clean,float64,1815979,8932,0.4919,0,1807047,60447,3.5644444444444443 | 0.0 | 0.0
operation,raw,auto_quick_shift_hours_clean,float64,1815979,37165,2.0466,0,1778814,35065,2.2 | 0.0 | 0.0
operation,raw,manual_variable_shift_hours_clean,float64,1815979,80719,4.4449,0,1735260,37795,0.0 | 0.0 | 0.0
operation,raw,travel_day_flag,int64,1815979,0,0.0,0,1815979,2,1 | 0 | 0
operation,raw,movement_day_flag,int64,1815979,0,0.0,0,1815979,2,1 | 0 | 0
operation,raw,travel_usable_flag,int64,1815979,0,0.0,0,1815979,2,1 | 1 | 1
operation,raw,movement_observed_count,int64,1815979,0,0.0,0,1815979,4,3 | 3 | 3
operation,raw,travel_invalid_flag,int64,1815979,0,0.0,0,1815979,1,0 | 0 | 0
operation,raw,movement_invalid_flag,int64,1815979,0,0.0,0,1815979,1,0 | 0 | 0
operation,raw,shift_mode_invalid_flag,int64,1815979,0,0.0,0,1815979,1,0 | 0 | 0
operation,raw,travel_gt_working_flag,int64,1815979,0,0.0,0,1815979,2,0 | 0 | 0
operation,raw,shift_mode_sum_gt_travel_flag,int64,1815979,0,0.0,0,1815979,2,0 | 0 | 0
operation,cleaned,machine_id,string,1815979,0,0.0,0,1815979,2809,D71EX-24 70155 | D71EX-24 70155 | D71EX-24 70155
operation,cleaned,LOCAL_DATE,string,1815979,0,0.0,0,1815979,950,2023-12-14 | 2024-02-15 | 2024-02-25
operation,cleaned,CAR_ID,int64,1815979,0,0.0,0,1815979,2809,10000006579 | 10000006579 | 10000006579
operation,cleaned,full_model,string,1815979,0,0.0,0,1815979,5,D71EX-24 | D71EX-24 | D71EX-24
operation,cleaned,SERIAL,int64,1815979,0,0.0,0,1815979,2809,70155 | 70155 | 70155
operation,cleaned,DAILY_OPERATION_HISTORY_ID,int64,1815979,0,0.0,0,1815979,1815979,673716777 | 704857455 | 709777970
operation,cleaned,DAILY_OPERATION_HISTORY_MANAGEMENT_ID,int64,1815979,0,0.0,0,1815979,1815979,672567187 | 703672245 | 708585804
operation,cleaned,UPDATE_DATETIME,string,1815979,0,0.0,0,1815979,1814205,2023-12-15 06:43:38.535000 | 2024-02-16 06:59:30.258000 | 2024-02-26 06:02:07.238000
operation,cleaned,update_datetime_ts,string,1815979,0,0.0,0,1815979,1814205,2023-12-15T06:43:38.535Z | 2024-02-16T06:59:30.258Z | 2024-02-26T06:02:07.238Z
operation,cleaned,has_smr_utilization_row,int64,1815979,0,0.0,0,1815979,2,1 | 1 | 1
operation,cleaned,has_activity_working_day_row,int64,1815979,0,0.0,0,1815979,2,1 | 1 | 1
operation,cleaned,has_engine_utilization_row,int64,1815979,0,0.0,0,1815979,2,1 | 1 | 1
operation,cleaned,has_travel_movement_row,int64,1815979,0,0.0,0,1815979,1,1 | 1 | 1
operation,cleaned,joined_group_count,int64,1815979,0,0.0,0,1815979,2,4 | 4 | 4
operation,cleaned,daily_operation_history_id_mismatch_flag,int64,1815979,0,0.0,0,1815979,1,0 | 0 | 0
operation,cleaned,smr_seconds_raw,float64,1815979,8152,0.4489,0,1807827,559696,11137620.0 | 11573040.0 | 11606520.0
operation,cleaned,smr_send_condition,float64,1815979,8152,0.4489,0,1807827,4,2.0 | 2.0 | 2.0
operation,cleaned,smr_hours,float64,1815979,8152,0.4489,0,1807827,559696,3093.7833333333333 | 3214.733333333333 | 3224.0333333333333
operation,cleaned,prev_valid_smr_hours,float64,1815979,6124,0.3372,0,1809855,558622,3090.2166666666667 | 3214.733333333333 | 3224.0333333333333
operation,cleaned,prev_valid_smr_date,string,1815979,6124,0.3372,0,1809855,948,2023-12-13 | 2024-02-14 | 2024-02-24
operation,cleaned,days_since_prev_valid_smr,float64,1815979,6124,0.3372,0,1809855,237,1.0 | 1.0 | 1.0
operation,cleaned,smr_raw_delta_since_prev_obs_hours,float64,1815979,10956,0.6033,0,1805023,126183,3.566666666666606 | 0.0 | 0.0
operation,cleaned,smr_actual_working_seconds_raw,float64,1815979,11434,0.6296,0,1804545,49120,7994.0 | 0.0 | 0.0
operation,cleaned,smr_actual_working_hours_raw,float64,1815979,11434,0.6296,0,1804545,49120,2.2205555555555554 | 0.0 | 0.0
operation,cleaned,smr_missing_flag,float64,1815979,3122,0.1719,0,1812857,2,0.0 | 0.0 | 0.0
operation,cleaned,smr_zero_flag,float64,1815979,3122,0.1719,0,1812857,2,0.0 | 0.0 | 0.0
operation,cleaned,smr_decrease_flag,float64,1815979,3122,0.1719,0,1812857,2,0.0 | 0.0 | 0.0
operation,cleaned,smr_large_jump_flag,float64,1815979,3122,0.1719,0,1812857,2,0.0 | 0.0 | 0.0
operation,cleaned,smr_present_flag,float64,1815979,3122,0.1719,0,1812857,2,1.0 | 1.0 | 1.0
operation,cleaned,smr_valid_for_utilization_flag,float64,1815979,3122,0.1719,0,1812857,2,1.0 | 1.0 | 1.0
operation,cleaned,smr_negative_flag,float64,1815979,3122,0.1719,0,1812857,1,0.0 | 0.0 | 0.0
operation,cleaned,smr_raw_since_prev_obs_hours,float64,1815979,11074,0.6098,0,1804905,126142,3.566666666666606 | 0.0 | 0.0
operation,cleaned,smr_delta_clean_since_prev_obs_hours,float64,1815979,11096,0.611,0,1804883,126123,3.566666666666606 | 0.0 | 0.0
operation,cleaned,activity_actual_working_seconds_raw,float64,1815979,11434,0.6296,0,1804545,49120,7994.0 | 0.0 | 0.0
operation,cleaned,activity_fuel_consumption_value_raw,float64,1815979,11434,0.6296,0,1804545,104625,84.3125 | 0.0 | 0.0
operation,cleaned,activity_actual_working_hours_raw,float64,1815979,11434,0.6296,0,1804545,49120,2.2205555555555554 | 0.0 | 0.0
operation,cleaned,actual_working_hours_clean,float64,1815979,11434,0.6296,0,1804545,49120,2.2205555555555554 | 0.0 | 0.0
operation,cleaned,actual_work_observed_flag,float64,1815979,3122,0.1719,0,1812857,2,1.0 | 1.0 | 1.0
operation,cleaned,actual_work_day_flag,float64,1815979,3122,0.1719,0,1812857,2,1.0 | 0.0 | 0.0
operation,cleaned,inactive_actual_work_day_flag,float64,1815979,3122,0.1719,0,1812857,2,0.0 | 1.0 | 1.0
operation,cleaned,actual_work_missing_flag,float64,1815979,3122,0.1719,0,1812857,2,0.0 | 0.0 | 0.0
operation,cleaned,actual_work_seconds_missing_flag,float64,1815979,3122,0.1719,0,1812857,2,0.0 | 0.0 | 0.0
operation,cleaned,actual_work_seconds_negative_flag,float64,1815979,3122,0.1719,0,1812857,1,0.0 | 0.0 | 0.0
operation,cleaned,actual_work_seconds_over_24h_flag,float64,1815979,3122,0.1719,0,1812857,1,0.0 | 0.0 | 0.0
operation,cleaned,actual_work_seconds_invalid_flag,float64,1815979,3122,0.1719,0,1812857,1,0.0 | 0.0 | 0.0
operation,cleaned,actual_work_valid_flag,float64,1815979,3122,0.1719,0,1812857,2,1.0 | 1.0 | 1.0
operation,cleaned,fuel_active_flag,float64,1815979,3122,0.1719,0,1812857,2,1.0 | 0.0 | 0.0
operation,cleaned,fuel_actual_work_conflict_flag,float64,1815979,3122,0.1719,0,1812857,2,0.0 | 0.0 | 0.0
operation,cleaned,actual_work_streak_through_current_day,float64,1815979,3122,0.1719,0,1812857,402,4.0 | 0.0 | 0.0
operation,cleaned,last_actual_work_date_through_current_day,string,1815979,22569,1.2428,0,1793410,943,2023-12-14 | 2024-02-14 | 2024-02-23
operation,cleaned,days_since_last_actual_work_day_through_current_day,float64,1815979,22569,1.2428,0,1793410,714,0.0 | 1.0 | 2.0
operation,cleaned,engine_working_seconds_raw,float64,1815979,11475,0.6319,0,1804504,60425,12832.0 | 0.0 | 0.0
operation,cleaned,engine_actual_working_idling_seconds_raw,float64,1815979,11819,0.6508,0,1804160,33829,4838.0 | 0.0 | 0.0
operation,cleaned,engine_actual_working_seconds_raw,float64,1815979,11434,0.6296,0,1804545,49120,7994.0 | 0.0 | 0.0
operation,cleaned,throttle_full_seconds_raw,float64,1815979,22179,1.2213,0,1793800,50177,7738.0 | 0.0 | 0.0
operation,cleaned,throttle_full_ratio_raw,float64,1815979,22179,1.2213,0,1793800,1001,96.8 | 0.0 | 0.0
operation,cleaned,throttle_average_dial_position_raw,float64,1815979,22305,1.2283,0,1793674,999,99.2 | 0.0 | 0.0
operation,cleaned,engine_running_hours_raw,float64,1815979,11475,0.6319,0,1804504,60425,3.5644444444444443 | 0.0 | 0.0
operation,cleaned,engine_running_seconds_clean,float64,1815979,11475,0.6319,0,1804504,60425,12832.0 | 0.0 | 0.0
operation,cleaned,engine_running_hours_clean,float64,1815979,11475,0.6319,0,1804504,60425,3.5644444444444443 | 0.0 | 0.0
operation,cleaned,engine_seconds_observed_flag,float64,1815979,3122,0.1719,0,1812857,2,1.0 | 1.0 | 1.0
operation,cleaned,engine_running_day_flag,float64,1815979,3122,0.1719,0,1812857,2,1.0 | 0.0 | 0.0
operation,cleaned,engine_seconds_missing_flag,float64,1815979,3122,0.1719,0,1812857,2,0.0 | 0.0 | 0.0
operation,cleaned,engine_seconds_negative_flag,float64,1815979,3122,0.1719,0,1812857,1,0.0 | 0.0 | 0.0
operation,cleaned,engine_seconds_over_24h_flag,float64,1815979,3122,0.1719,0,1812857,1,0.0 | 0.0 | 0.0
operation,cleaned,engine_seconds_invalid_flag,float64,1815979,3122,0.1719,0,1812857,1,0.0 | 0.0 | 0.0
operation,cleaned,engine_seconds_valid_flag,float64,1815979,3122,0.1719,0,1812857,2,1.0 | 1.0 | 1.0
operation,cleaned,engine_idling_seconds_clean,float64,1815979,11819,0.6508,0,1804160,33829,4838.0 | 0.0 | 0.0
operation,cleaned,engine_idling_hours_clean,float64,1815979,11819,0.6508,0,1804160,33829,1.343888888888889 | 0.0 | 0.0
operation,cleaned,engine_idle_share_daily,float64,1815979,909973,50.1092,0,906006,818913,0.3770261845386534 | 0.6057170425762876 | 0.435458139696192
operation,cleaned,engine_idling_observed_flag,float64,1815979,3122,0.1719,0,1812857,2,1.0 | 1.0 | 1.0
operation,cleaned,engine_idling_seconds_invalid_flag,float64,1815979,3122,0.1719,0,1812857,1,0.0 | 0.0 | 0.0
operation,cleaned,throttle_full_seconds_clean,float64,1815979,22179,1.2213,0,1793800,50177,7738.0 | 0.0 | 0.0
operation,cleaned,throttle_full_hours_clean,float64,1815979,22179,1.2213,0,1793800,50177,2.1494444444444443 | 0.0 | 0.0
operation,cleaned,throttle_full_engine_share_daily,float64,1815979,912588,50.2532,0,903391,807928,0.6030236907730673 | 0.3863828247497286 | 0.5622528958868003
operation,cleaned,throttle_full_pct_clean,float64,1815979,22179,1.2213,0,1793800,1001,96.8 | 0.0 | 0.0
operation,cleaned,throttle_full_share_clean,float64,1815979,22179,1.2213,0,1793800,1001,0.968 | 0.0 | 0.0
operation,cleaned,throttle_average_dial_position_clean,float64,1815979,22305,1.2283,0,1793674,999,99.2 | 0.0 | 0.0
operation,cleaned,throttle_observed_flag,float64,1815979,3122,0.1719,0,1812857,2,1.0 | 1.0 | 1.0
operation,cleaned,throttle_full_ratio_invalid_flag,float64,1815979,3122,0.1719,0,1812857,1,0.0 | 0.0 | 0.0
operation,cleaned,throttle_invalid_flag,float64,1815979,3122,0.1719,0,1812857,1,0.0 | 0.0 | 0.0
operation,cleaned,high_throttle_day_flag,float64,1815979,3122,0.1719,0,1812857,2,1.0 | 0.0 | 0.0
operation,cleaned,long_engine_day_flag,float64,1815979,3122,0.1719,0,1812857,2,0.0 | 0.0 | 0.0
operation,cleaned,actual_working_seconds_helper_clean,float64,1815979,11434,0.6296,0,1804545,49120,7994.0 | 0.0 | 0.0
operation,cleaned,actual_working_hours_helper_clean,float64,1815979,11434,0.6296,0,1804545,49120,2.2205555555555554 | 0.0 | 0.0
operation,cleaned,work_idle_sum_exceeds_engine_flag,float64,1815979,3122,0.1719,0,1812857,1,0.0 | 0.0 | 0.0
operation,cleaned,idle_exceeds_engine_flag,float64,1815979,3122,0.1719,0,1812857,1,0.0 | 0.0 | 0.0
operation,cleaned,throttle_full_exceeds_engine_flag,float64,1815979,3122,0.1719,0,1812857,2,0.0 | 0.0 | 0.0
operation,cleaned,usage_traveling_seconds_raw,float64,1815979,8894,0.4898,0,1807085,48368,7934.0 | 0.0 | 0.0
operation,cleaned,usage_moving_back_and_forth_seconds_raw,float64,1815979,541599,29.8241,0,1274380,18759,4532.0 | 0.0 | 0.0
operation,cleaned,usage_steering_seconds_raw,float64,1815979,8914,0.4909,0,1807065,30227,4006.0 | 0.0 | 0.0
operation,cleaned,travel_working_seconds_raw,float64,1815979,8932,0.4919,0,1807047,60447,12832.0 | 0.0 | 0.0
operation,cleaned,traveling_mode_auto_or_quick_shift_seconds_raw,float64,1815979,37165,2.0466,0,1778814,35065,7920.0 | 0.0 | 0.0
operation,cleaned,traveling_mode_manual_or_variable_shift_seconds_raw,float64,1815979,80719,4.4449,0,1735260,37795,0.0 | 0.0 | 0.0
operation,cleaned,traveling_hours_clean,float64,1815979,8894,0.4898,0,1807085,48368,2.203888888888889 | 0.0 | 0.0
operation,cleaned,moving_back_forth_hours_clean,float64,1815979,541599,29.8241,0,1274380,18759,1.258888888888889 | 0.0 | 0.0
operation,cleaned,steering_hours_clean,float64,1815979,8914,0.4909,0,1807065,30227,1.112777777777778 | 0.0 | 0.0
operation,cleaned,working_hours_clean,float64,1815979,8932,0.4919,0,1807047,60447,3.5644444444444443 | 0.0 | 0.0
operation,cleaned,auto_quick_shift_hours_clean,float64,1815979,37165,2.0466,0,1778814,35065,2.2 | 0.0 | 0.0
operation,cleaned,manual_variable_shift_hours_clean,float64,1815979,80719,4.4449,0,1735260,37795,0.0 | 0.0 | 0.0
operation,cleaned,travel_day_flag,int64,1815979,0,0.0,0,1815979,2,1 | 0 | 0
operation,cleaned,movement_day_flag,int64,1815979,0,0.0,0,1815979,2,1 | 0 | 0
operation,cleaned,travel_usable_flag,int64,1815979,0,0.0,0,1815979,2,1 | 1 | 1
operation,cleaned,movement_observed_count,int64,1815979,0,0.0,0,1815979,4,3 | 3 | 3
operation,cleaned,travel_invalid_flag,int64,1815979,0,0.0,0,1815979,1,0 | 0 | 0
operation,cleaned,movement_invalid_flag,int64,1815979,0,0.0,0,1815979,1,0 | 0 | 0
operation,cleaned,shift_mode_invalid_flag,int64,1815979,0,0.0,0,1815979,1,0 | 0 | 0
operation,cleaned,travel_gt_working_flag,int64,1815979,0,0.0,0,1815979,2,0 | 0 | 0
operation,cleaned,shift_mode_sum_gt_travel_flag,int64,1815979,0,0.0,0,1815979,2,0 | 0 | 0
fluid_samples,raw,fluid_sample_key,object,43186,0,0.0,0,43186,43186,D71EX-24 70155||NORTHAMERICA-FLUIDLIFE||50AD - 521059 | D71EX-24 70155||NORTHAMERICA-FLUIDLIFE||50DG - 646826 | D71EX-24 70155||NORTHAMERICA-FLUIDLIFE||50DP - 642791
fluid_samples,raw,fluid_sample_key_samples,object,43186,0,0.0,0,43186,43186,D71EX-24 70155||NORTHAMERICA-FLUIDLIFE||50AD - 521059 | D71EX-24 70155||NORTHAMERICA-FLUIDLIFE||50DG - 646826 | D71EX-24 70155||NORTHAMERICA-FLUIDLIFE||50DP - 642791
fluid_samples,raw,fluid_sample_key_samples2,object,43186,5,0.0116,0,43181,43181,D71EX-24 70155||NORTHAMERICA-FLUIDLIFE||50AD - 521059 | D71EX-24 70155||NORTHAMERICA-FLUIDLIFE||50DG - 646826 | D71EX-24 70155||NORTHAMERICA-FLUIDLIFE||50DP - 642791
fluid_samples,raw,FULL_MODEL,object,43186,0,0.0,0,43186,5,D71EX-24 | D71EX-24 | D71EX-24
fluid_samples,raw,SERIAL,int64,43186,0,0.0,0,43186,2326,70155 | 70155 | 70155
fluid_samples,raw,machine_id,object,43186,0,0.0,0,43186,2326,D71EX-24 70155 | D71EX-24 70155 | D71EX-24 70155
fluid_samples,raw,PRODUCT_TYPE,object,43186,0,0.0,0,43186,1,CRAWLER DOZER | CRAWLER DOZER | CRAWLER DOZER
fluid_samples,raw,TELEMETRY_SMR_NUMERIC,float64,43186,0,0.0,0,43186,2315,5982.52 | 5982.52 | 5982.52
fluid_samples,raw,IS_ACTIVE,bool,43186,0,0.0,0,43186,1,True | True | True
fluid_samples,raw,LAB_NAME,object,43186,0,0.0,0,43186,5,NORTHAMERICA-FLUIDLIFE | NORTHAMERICA-FLUIDLIFE | NORTHAMERICA-FLUIDLIFE
fluid_samples,raw,LABS_SAMPLE_NUMBER,object,43186,0,0.0,0,43186,43180,50AD - 521059 | 50DG - 646826 | 50DP - 642791
fluid_samples,raw,sample_drawn_date,object,43186,5,0.0116,0,43181,1597,2022-03-09 | 2023-08-14 | 2022-12-28
fluid_samples,raw,sample_result_severity_order,int64,43186,0,0.0,0,43186,6,2 | 0 | 0
fluid_samples,raw,all_result_row_count,int64,43186,0,0.0,0,43186,28,27 | 27 | 27
fluid_samples,raw,all_distinct_lab_result_key_count,int64,43186,0,0.0,0,43186,28,27 | 27 | 27
fluid_samples,raw,all_distinct_feature_ready_key_count,int64,43186,0,0.0,0,43186,28,27 | 27 | 27
fluid_samples,raw,phase1_feature_count,int64,43186,0,0.0,0,43186,13,16 | 16 | 16
fluid_samples,raw,phase1_numeric_feature_count,int64,43186,0,0.0,0,43186,14,14 | 14 | 14
fluid_samples,raw,phase1_source_row_count,int64,43186,0,0.0,0,43186,13,16 | 16 | 16
fluid_samples,raw,phase1_features_with_multiple_source_rows,int64,43186,0,0.0,0,43186,2,0 | 0 | 0
fluid_samples,raw,phase1_features_with_multiple_lab_result_keys,int64,43186,0,0.0,0,43186,2,0 | 0 | 0
fluid_samples,raw,Ag_Silver_PPM,float64,43186,593,1.3731,0,42593,124,0.0 | 0.0 | 0.0
fluid_samples,raw,Al_Aluminum_PPM,float64,43186,564,1.306,0,42622,372,1.0 | 0.0 | 5.0
fluid_samples,raw,Cr_Chromium_PPM,float64,43186,637,1.475,0,42549,177,0.0 | 0.0 | 1.0
fluid_samples,raw,Cu_Copper_PPM,float64,43186,564,1.306,0,42622,512,10.0 | 6.0 | 2.0
fluid_samples,raw,EthyleneGlycol_Ethylene_Glycol_PERCENT,float64,43186,43101,99.8032,0,85,9,0.005 | 0.005 | 0.005
fluid_samples,raw,Fe_Iron_PPM,float64,43186,564,1.306,0,42622,1308,5.0 | 5.0 | 32.0
fluid_samples,raw,Fuel_Fuel_PERCENT,float64,43186,41926,97.0824,0,1260,202,4.66 | 1.0 | 1.0
fluid_samples,raw,Gly_Glycol_PERCENT,float64,43186,42680,98.8283,0,506,101,0.005 | 0.005 | 52.8
fluid_samples,raw,K_Potassium_PPM,float64,43186,564,1.306,0,42622,375,3.0 | 1.0 | 2.0
fluid_samples,raw,Li_Lithium_PPM,float64,43186,5169,11.9692,0,38017,8,0.0 | 0.0 | 0.0
fluid_samples,raw,Na_Sodium_PPM,float64,43186,564,1.306,0,42622,335,2.0 | 3.0 | 2.0
fluid_samples,raw,Ni_Nickel_PPM,float64,43186,639,1.4796,0,42547,123,0.0 | 0.0 | 0.0
fluid_samples,raw,Pb_Lead_PPM,float64,43186,564,1.306,0,42622,134,4.0 | 2.0 | 0.0
fluid_samples,raw,PolypropyleneGlycol_Polypropylene_Glycol_PERCENT,float64,43186,43101,99.8032,0,85,1,0.005 | 0.005 | 0.005
fluid_samples,raw,Sediment_Sediment_MG_PER_L,float64,43186,43186,100.0,0,0,0,
fluid_samples,raw,Si_Silicon_PPM,float64,43186,564,1.306,0,42622,914,14.0 | 14.0 | 31.0
fluid_samples,raw,Sn_Tin_PPM,float64,43186,565,1.3083,0,42621,143,0.0 | 0.0 | 0.0
fluid_samples,raw,Solids_Solids_PERCENT,float64,43186,43186,100.0,0,0,0,
fluid_samples,raw,Soot_Soot_Abs,float64,43186,43186,100.0,0,0,0,
fluid_samples,raw,Soot_Soot_Abs_cm,float64,43186,42063,97.3996,0,1123,15,0.7 | 0.6 | 0.1
fluid_samples,raw,Soot_Soot_ABS_PER_CM,float64,43186,43186,100.0,0,0,0,
fluid_samples,raw,Soot_Soot_METHOD_DEPENDENT,float64,43186,42675,98.8167,0,511,14,0.1 | 0.3 | 0.05
fluid_samples,raw,Soot_Soot_PERCENT,float64,43186,34291,79.403,0,8895,188,0.4 | 0.64 | 0.45
fluid_samples,raw,Ti_Titanium_PPM,float64,43186,632,1.4634,0,42554,190,1.0 | 1.0 | 1.0
fluid_samples,raw,V_Vanadium_PPM,float64,43186,645,1.4935,0,42541,115,0.0 | 0.0 | 0.0
fluid_samples,raw,Water_Water_PERCENT,float64,43186,37675,87.2389,0,5511,72,0.05 | 0.05 | 0.05
fluid_samples,cleaned,fluid_sample_key,string,43186,0,0.0,0,43186,43186,D71EX-24 70155||NORTHAMERICA-FLUIDLIFE||50AD - 521059 | D71EX-24 70155||NORTHAMERICA-FLUIDLIFE||50DG - 646826 | D71EX-24 70155||NORTHAMERICA-FLUIDLIFE||50DP - 642791
fluid_samples,cleaned,fluid_sample_key_samples,string,43186,0,0.0,0,43186,43186,D71EX-24 70155||NORTHAMERICA-FLUIDLIFE||50AD - 521059 | D71EX-24 70155||NORTHAMERICA-FLUIDLIFE||50DG - 646826 | D71EX-24 70155||NORTHAMERICA-FLUIDLIFE||50DP - 642791
fluid_samples,cleaned,fluid_sample_key_samples2,string,43186,5,0.0116,0,43181,43181,D71EX-24 70155||NORTHAMERICA-FLUIDLIFE||50AD - 521059 | D71EX-24 70155||NORTHAMERICA-FLUIDLIFE||50DG - 646826 | D71EX-24 70155||NORTHAMERICA-FLUIDLIFE||50DP - 642791
fluid_samples,cleaned,FULL_MODEL,string,43186,0,0.0,0,43186,5,D71EX-24 | D71EX-24 | D71EX-24
fluid_samples,cleaned,SERIAL,int64,43186,0,0.0,0,43186,2326,70155 | 70155 | 70155
fluid_samples,cleaned,machine_id,string,43186,0,0.0,0,43186,2326,D71EX-24 70155 | D71EX-24 70155 | D71EX-24 70155
fluid_samples,cleaned,PRODUCT_TYPE,string,43186,0,0.0,0,43186,1,CRAWLER DOZER | CRAWLER DOZER | CRAWLER DOZER
fluid_samples,cleaned,TELEMETRY_SMR_NUMERIC,float64,43186,0,0.0,0,43186,2315,5982.52 | 5982.52 | 5982.52
fluid_samples,cleaned,IS_ACTIVE,bool,43186,0,0.0,0,43186,1,True | True | True
fluid_samples,cleaned,LAB_NAME,string,43186,0,0.0,0,43186,5,NORTHAMERICA-FLUIDLIFE | NORTHAMERICA-FLUIDLIFE | NORTHAMERICA-FLUIDLIFE
fluid_samples,cleaned,LABS_SAMPLE_NUMBER,string,43186,0,0.0,0,43186,43180,50AD - 521059 | 50DG - 646826 | 50DP - 642791
fluid_samples,cleaned,sample_drawn_date,string,43186,5,0.0116,0,43181,1597,2022-03-09 | 2023-08-14 | 2022-12-28
fluid_samples,cleaned,sample_result_severity_order,int64,43186,0,0.0,0,43186,6,2 | 0 | 0
fluid_samples,cleaned,all_result_row_count,int64,43186,0,0.0,0,43186,28,27 | 27 | 27
fluid_samples,cleaned,all_distinct_lab_result_key_count,int64,43186,0,0.0,0,43186,28,27 | 27 | 27
fluid_samples,cleaned,all_distinct_feature_ready_key_count,int64,43186,0,0.0,0,43186,28,27 | 27 | 27
fluid_samples,cleaned,phase1_feature_count,int64,43186,0,0.0,0,43186,13,16 | 16 | 16
fluid_samples,cleaned,phase1_numeric_feature_count,int64,43186,0,0.0,0,43186,14,14 | 14 | 14
fluid_samples,cleaned,phase1_source_row_count,int64,43186,0,0.0,0,43186,13,16 | 16 | 16
fluid_samples,cleaned,phase1_features_with_multiple_source_rows,int64,43186,0,0.0,0,43186,2,0 | 0 | 0
fluid_samples,cleaned,phase1_features_with_multiple_lab_result_keys,int64,43186,0,0.0,0,43186,2,0 | 0 | 0
fluid_samples,cleaned,Ag_Silver_PPM,float64,43186,593,1.3731,0,42593,124,0.0 | 0.0 | 0.0
fluid_samples,cleaned,Al_Aluminum_PPM,float64,43186,564,1.306,0,42622,372,1.0 | 0.0 | 5.0
fluid_samples,cleaned,Cr_Chromium_PPM,float64,43186,637,1.475,0,42549,177,0.0 | 0.0 | 1.0
fluid_samples,cleaned,Cu_Copper_PPM,float64,43186,564,1.306,0,42622,512,10.0 | 6.0 | 2.0
fluid_samples,cleaned,EthyleneGlycol_Ethylene_Glycol_PERCENT,float64,43186,43101,99.8032,0,85,9,0.005 | 0.005 | 0.005
fluid_samples,cleaned,Fe_Iron_PPM,float64,43186,564,1.306,0,42622,1308,5.0 | 5.0 | 32.0
fluid_samples,cleaned,Fuel_Fuel_PERCENT,float64,43186,41926,97.0824,0,1260,202,4.66 | 1.0 | 1.0
fluid_samples,cleaned,Gly_Glycol_PERCENT,float64,43186,42680,98.8283,0,506,101,0.005 | 0.005 | 52.8
fluid_samples,cleaned,K_Potassium_PPM,float64,43186,564,1.306,0,42622,375,3.0 | 1.0 | 2.0
fluid_samples,cleaned,Li_Lithium_PPM,float64,43186,5169,11.9692,0,38017,8,0.0 | 0.0 | 0.0
fluid_samples,cleaned,Na_Sodium_PPM,float64,43186,564,1.306,0,42622,335,2.0 | 3.0 | 2.0
fluid_samples,cleaned,Ni_Nickel_PPM,float64,43186,639,1.4796,0,42547,123,0.0 | 0.0 | 0.0
fluid_samples,cleaned,Pb_Lead_PPM,float64,43186,564,1.306,0,42622,134,4.0 | 2.0 | 0.0
fluid_samples,cleaned,PolypropyleneGlycol_Polypropylene_Glycol_PERCENT,float64,43186,43101,99.8032,0,85,1,0.005 | 0.005 | 0.005
fluid_samples,cleaned,Si_Silicon_PPM,float64,43186,564,1.306,0,42622,914,14.0 | 14.0 | 31.0
fluid_samples,cleaned,Sn_Tin_PPM,float64,43186,565,1.3083,0,42621,143,0.0 | 0.0 | 0.0
fluid_samples,cleaned,Soot_Soot_Abs_cm,float64,43186,42063,97.3996,0,1123,15,0.7 | 0.6 | 0.1
fluid_samples,cleaned,Soot_Soot_METHOD_DEPENDENT,float64,43186,42675,98.8167,0,511,14,0.1 | 0.3 | 0.05
fluid_samples,cleaned,Soot_Soot_PERCENT,float64,43186,34291,79.403,0,8895,188,0.4 | 0.64 | 0.45
fluid_samples,cleaned,Ti_Titanium_PPM,float64,43186,632,1.4634,0,42554,190,1.0 | 1.0 | 1.0
fluid_samples,cleaned,V_Vanadium_PPM,float64,43186,645,1.4935,0,42541,115,0.0 | 0.0 | 0.0
fluid_samples,cleaned,Water_Water_PERCENT,float64,43186,37675,87.2389,0,5511,72,0.05 | 0.05 | 0.05
warranty,raw,machine_id,object,8484,0,0.0,0,8484,1961,D71EX-24-70155 | D71EX-24-70155 | D71EX-24-70163
warranty,raw,claim_number,int64,8484,0,0.0,0,8484,8484,2208000 | 2158501 | 2624264
warranty,raw,local_date,object,8484,0,0.0,0,8484,1425,2022-01-18 | 2021-08-26 | 2026-03-17
warranty,raw,claim_type_description,object,8484,0,0.0,0,8484,9,Standard Warranty | Standard Warranty | Advantage Claim
warranty,raw,warranty_claim_data_source,object,8484,0,0.0,0,8484,1,Warranty | Warranty | Warranty
warranty,raw,full_model,object,8484,0,0.0,0,8484,4,D71EX-24 | D71EX-24 | D71EX-24
warranty,raw,serial,int64,8484,0,0.0,0,8484,1961,70155 | 70155 | 70163
warranty,raw,failure_smr,int64,8484,0,0.0,0,8484,4168,734 | 217 | 4160
